hip,tycho2_id,solution_id,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_good_obs_ac,astrometric_n_bad_obs_al,astrometric_n_bad_obs_ac,astrometric_delta_q,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_primary_flag,astrometric_relegation_factor,astrometric_weight_al,astrometric_weight_ac,astrometric_priors_used,matched_observations,duplicated_source,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_variable_flag,l,b,ecl_lon,ecl_lat
999999,4013-1381-1,1635378410781933568,1999550886837136640,1731609,2015.0,358.03924868599415,0.18099925600703634,59.70724465918329,0.10762056443013658,9.350899302606551,0.23742022699275098,89.25078259114632,0.6565021096557441,-29.675374095592947,0.540733962668075,0.05384816229343414,0.5911531448364258,-0.8279528021812439,0.3097670078277588,0.2711307108402252,-0.1507434844970703,-0.03600957617163658,-0.7587761282920837,0.5643397569656372,-0.3867235779762268,152,152,151,147,1,5,nan,0.31421167794314275,170.90280986175563,84,3.2053401470184326,9.313481330871582,2.3452910681953654e-05,5,21,70,0.11296676099300385,0.10194431990385056,0.15963956713676453,0.5559778809547424,-53.49102783203125,28.95781898498535,28.999074935913086,0.6940057873725891,174,2894024.0120591475,2992.0389422338085,9.371014738364053,NOT_AVAILABLE,115.51268629843459,-2.307843965390924,33.019862925693054,53.04172312501009
999999,4013-763-1,1635378410781933568,1999551608391642240,1316947,2015.0,357.9800240207434,0.18573941250801837,59.71337812611926,0.11127366471021558,9.41035862029837,0.2496604331891901,89.41195344476264,0.6880768518140933,-30.11692264473351,0.5168753545958694,0.06811807304620743,0.5784536600112915,-0.8318452835083008,0.29044750332832336,0.2543628215789795,-0.16471342742443085,-0.13008956611156464,-0.7629525065422058,0.5666611194610596,-0.3881150484085083,167,167,167,163,0,4,nan,0.3677124400960805,219.80408097194544,84,3.701528787612915,6.667795181274414,1.9512381186359562e-05,5,24,70,0.1413302719593048,0.10042528808116913,0.18886879086494446,0.59415602684021,-92.85546875,34.431175231933594,35.01344680786133,0.8756094574928284,200,2511324.216379014,1779.1113340800514,9.525013102553208,NOT_AVAILABLE,115.48498150964798,-2.2950535412804687,32.98933682696533,53.06608003334463
